20,스톤골렘,StoneGolem,100020,2,1,1,1.000,0,0,0.20,1.50,300008 ,300056 ,0 ,330006,330016,3,900155,-
21,파이어데몬,FireDemon,100021,3,1,1,1.000,0,0,0.20,1.50,300006 ,300057 ,0 ,330006,330015,5,900156,-
22,박쥐,Bat,100022,1,1,1,1.000,0,0,0.20,1.50,300006 ,300058 ,0 ,330007,330014,1,900157,-
23,늑대,Wolf,100023,2,1,1,1.000,0,0,0.20,1.50,300006 ,300059 ,0 ,330007,330011,3,900158,-
24,파이트베어,FightBear,100024,3,1,1,1.000,0,0,0.20,1.50,300006 ,300060 ,0 ,330007,330013,5,900159,-
25,광대,Clown,100025,2,1,1,1.000,0,0,0.20,1.50,300017 ,300061 ,0 ,330008,330015,3,900160,-
26,타락천사,FallenAngel,100026,3,1,1,1.000,0,0,0.20,1.50,300021 ,300070 ,0 ,330008,330012,5,900161,-
27,이프리스,Ipris,100027,4,1,1,1.000,0,0,0.20,1.50,300021 ,300062 ,0 ,330008,330012,7,900162,-
28,드래곤,Dragon,100028,5,1,1,1.000,0,0,0.20,1.50,300023 ,300063 ,0 ,330009,330017,10,900163,-
29,마녀,Witch,100029,1,1,1,1.000,0,0,0.20,1.50,300013 ,300064 ,0 ,330010,330012,1,900164,-
30,다크엘프,DarkElf,100030,4,1,1,1.000,0,0,0.20,1.50,300021 ,300065 ,0 ,330010,330014,7,900165,-
31,오크거너,OrkGunner,100031,2,2,1,1.000,0,0,0.20,1.50,300011 ,300034 ,0 ,330001,330011,6,900166,-
32,오크전사,OrkWarrior,100032,2,2,1,1.000,0,0,0.20,1.50,300019 ,300036 ,0 ,330001,330013,6,900167,-
33,사이클롭스,Cyclops,100033,4,2,1,1.000,0,0,0.20,1.50,300004 ,300037 ,0 ,330001,330013,14,900168,-
34,고블린,Goblin,100034,1,2,1,1.000,0,0,0.20,1.50,300015 ,300038 ,0 ,330002,330011,2,900169,-
35,놀전사,NolWarrior,100035,1,2,1,1.000,0,0,0.20,1.50,300004 ,300039 ,0 ,330002,330013,2,900170,-
36,트롤주술사,TrollShamen,100036,4,2,1,1.000,0,0,0.20,1.50,300016 ,300040 ,0 ,330002,330015,14,900171,-
37,스파크몬,Sparkmon,100037,1,2,1,1.000,0,0,0.20,1.50,300012 ,300041 ,0 ,330003,330015,2,900172,-
38,살라맨더,Salamander,100038,3,2,1,1.000,0,0,0.20,1.50,300005 ,300042 ,0 ,330003,330011,10,900173,-
39,라바골렘,LavaGolem,100039,3,2,1,1.000,0,0,0.20,1.50,300008 ,300043 ,0 ,330003,330016,10,900174,-
40,케르베로스,Cerberos,100040,1,2,1,1.000,0,0,0.20,1.50,300006 ,300044 ,0 ,330004,330011,2,900175,-
41,발록,Balrog,100041,4,2,1,1.000,0,0,0.20,1.50,300014 ,300045 ,0 ,330004,330016,14,900176,-
42,미노타우로스,Minotaurus,100042,2,2,1,1.000,0,0,0.20,1.50,300004 ,300046 ,0 ,330004,330013,6,900177,-
43,사티로스,Satyr,100043,2,2,1,1.000,0,0,0.20,1.50,300017 ,300048 ,0 ,330004,330012,6,900178,-
44,그림리퍼,GrimReaper,100044,1,2,1,1.000,0,0,0.20,1.50,300007 ,300050 ,0 ,330005,330014,2,900179,-
45,데스나이트,DeathKnight,100045,5,2,1,1.000,0,0,0.20,1.50,300009 ,300051 ,0 ,330005,330017,20,900180,-
46,다크소울,DarkSoul,100046,3,2,1,1.000,0,0,0.20,1.50,300007 ,300055 ,0 ,330005,330014,10,900181,-
47,스톤골렘,StoneGolem,100047,2,2,1,1.000,0,0,0.20,1.50,300008 ,300056 ,0 ,330006,330016,6,900182,-
48,파이어데몬,FireDemon,100048,3,2,1,1.000,0,0,0.20,1.50,300006 ,300057 ,0 ,330006,330015,10,900183,-
49,박쥐,Bat,100049,1,2,1,1.000,0,0,0.20,1.50,300006 ,300058 ,0 ,330007,330014,2,900184,-
50,늑대,Wolf,100050,2,2,1,1.000,0,0,0.20,1.50,300006 ,300059 ,0 ,330007,330011,6,900185,-
51,파이트베어,FightBear,100051,3,2,1,1.000,0,0,0.20,1.50,300006 ,300060 ,0 ,330007,330013,10,900186,-
52,광대,Clown,100052,2,2,1,1.000,0,0,0.20,1.50,300017 ,300061 ,0 ,330008,330015,6,900187,-
53,타락천사,FallenAngel,100053,3,2,1,1.000,0,0,0.20,1.50,300021 ,300070 ,0 ,330008,330012,10,900188,-
54,이프리스,Ipris,100054,4,2,1,1.000,0,0,0.20,1.50,300021 ,300062 ,0 ,330008,330012,14,900189,-
55,드래곤,Dragon,100055,5,2,1,1.000,0,0,0.20,1.50,300023 ,300063 ,0 ,330009,330017,20,900190,-
56,마녀,Witch,100056,1,2,1,1.000,0,0,0.20,1.50,300013 ,300064 ,0 ,330010,330012,2,900191,-
57,다크엘프,DarkElf,100057,4,2,1,1.000,0,0,0.20,1.50,300021 ,300065 ,0 ,330010,330014,14,900192,-
58,오크거너,OrkGunner,100058,2,3,1,1.000,0,0,0.20,1.50,300011 ,300034 ,0 ,330001,330011,18,900193,-
59,오크전사,OrkWarrior,100059,2,3,1,1.000,0,0,0.20,1.50,300019 ,300036 ,0 ,330001,330013,18,900194,-
60,사이클롭스,Cyclops,100060,4,3,1,1.000,0,0,0.20,1.50,300004 ,300037 ,0 ,330001,330013,42,900195,-
61,고블린,Goblin,100061,1,3,1,1.000,0,0,0.20,1.50,300015 ,300038 ,0 ,330002,330011,6,900196,-
62,놀전사,NolWarrior,100062,1,3,1,1.000,0,0,0.20,1.50,300004 ,300039 ,0 ,330002,330013,6,900197,-
63,트롤주술사,TrollShamen,100063,4,3,1,1.000,0,0,0.20,1.50,300016 ,300040 ,0 ,330002,330015,42,900198,-
64,스파크몬,Sparkmon,100064,1,3,1,1.000,0,0,0.20,1.50,300012 ,300041 ,0 ,330003,330015,6,900199,-
65,살라맨더,Salamander,100065,3,3,1,1.000,0,0,0.20,1.50,300005 ,300042 ,0 ,330003,330011,30,900200,-
66,라바골렘,LavaGolem,100066,3,3,1,1.000,0,0,0.20,1.50,300008 ,300043 ,0 ,330003,330016,30,900201,-
67,케르베로스,Cerberos,100067,1,3,1,1.000,0,0,0.20,1.50,300006 ,300044 ,0 ,330004,330011,6,900202,-
68,발록,Balrog,100068,4,3,1,1.000,0,0,0.20,1.50,300014 ,300045 ,0 ,330004,330016,42,900203,-
69,미노타우로스,Minotaurus,100069,2,3,1,1.000,0,0,0.20,1.50,300004 ,300046 ,0 ,330004,330013,18,900204,-
70,사티로스,Satyr,100070,2,3,1,1.000,0,0,0.20,1.50,300017 ,300048 ,0 ,330004,330012,18,900205,-
71,그림리퍼,GrimReaper,100071,1,3,1,1.000,0,0,0.20,1.50,300007 ,300050 ,0 ,330005,330014,6,900206,-
72,데스나이트,DeathKnight,100072,5,3,1,1.000,0,0,0.20,1.50,300009 ,300051 ,0 ,330005,330017,60,900207,-
73,다크소울,DarkSoul,100073,3,3,1,1.000,0,0,0.20,1.50,300007 ,300055 ,0 ,330005,330014,30,900208,-
74,스톤골렘,StoneGolem,100074,2,3,1,1.000,0,0,0.20,1.50,300008 ,300056 ,0 ,330006,330016,18,900209,-
75,파이어데몬,FireDemon,100075,3,3,1,1.000,0,0,0.20,1.50,300006 ,300057 ,0 ,330006,330015,30,900210,-
76,박쥐,Bat,100076,1,3,1,1.000,0,0,0.20,1.50,300006 ,300058 ,0 ,330007,330014,6,900211,-
77,늑대,Wolf,100077,2,3,1,1.000,0,0,0.20,1.50,300006 ,300059 ,0 ,330007,330011,18,900212,-
78,파이트베어,FightBear,100078,3,3,1,1.000,0,0,0.20,1.50,300006 ,300060 ,0 ,330007,330013,30,900213,-
79,광대,Clown,100079,2,3,1,1.000,0,0,0.20,1.50,300017 ,300061 ,0 ,330008,330015,18,900214,-
80,타락천사,FallenAngel,100080,3,3,1,1.000,0,0,0.20,1.50,300021 ,300070 ,0 ,330008,330012,30,900215,-
81,이프리스,Ipris,100081,4,3,1,1.000,0,0,0.20,1.50,300021 ,300062 ,0 ,330008,330012,42,900216,-
82,드래곤,Dragon,100082,5,3,1,1.000,0,0,0.20,1.50,300023 ,300063 ,0 ,330009,330017,60,900217,-
83,마녀,Witch,100083,1,3,1,1.000,0,0,0.20,1.50,300013 ,300064 ,0 ,330010,330012,6,900218,-
84,다크엘프,DarkElf,100084,4,3,1,1.000,0,0,0.20,1.50,300021 ,300065 ,0 ,330010,330014,42,900219,-
